ERP,PPK.SKU,Order.Date,Category,Key.Item,Pack.Configuration,Style,ppk_ordered_qty,Full.Description,prepack_color,ordered_sku,qty_in_prepack,ordered_qty,unit_color,Ship.City,Ship.Region,Ship.Country,Ship.Zip
#1784,21321120,2020-02-25T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,6,Pour Boy - 6-Pack - Stone,Stone,11442220,6,36,Stone,San Jose,California,United States,95131
#1784,21350020,2020-02-25T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Stone,Stone,13702020,12,12,Stone,San Jose,California,United States,95131
#1785,n/a,2020-02-25T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Paloma,,13702050,,1,Paloma,Milwaukee,Wisconsin,United States,53204
#1786,21321120,2020-02-25T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Bend,Oregon,United States,97701
#1787,21321120,2020-02-25T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Queens,New York,United States,11103
#1787,21331399,2020-02-25T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Industry,Industry,13702011,1,1,Crew Green,Queens,New York,United States,11103
#1787,21361099,2020-02-25T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701050,2,2,Paloma,Queens,New York,United States,11103
#1787,21331399,2020-02-25T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Industry,Industry,13702052,1,1,Citrus,Queens,New York,United States,11103
#1787,21361099,2020-02-25T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701052,2,2,Citrus,Queens,New York,United States,11103
#1787,21331399,2020-02-25T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Industry,Industry,13702020,1,1,Stone,Queens,New York,United States,11103
#1787,21361099,2020-02-25T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701011,2,2,Crew Green,Queens,New York,United States,11103
#1788,21331099,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,1,1,Paloma,Mckinney,Texas,United States,75070
#1788,21361199,2020-02-26T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701050,2,2,Paloma,Mckinney,Texas,United States,75070
#1788,21331099,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,1,1,Citrus,Mckinney,Texas,United States,75070
#1788,21361199,2020-02-26T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701052,2,2,Citrus,Mckinney,Texas,United States,75070
#1788,21331099,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,1,1,Crew Green,Mckinney,Texas,United States,75070
#1788,21361199,2020-02-26T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701020,2,2,Stone,Mckinney,Texas,United States,75070
#1789,21321111,2020-02-26T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Dallas,Texas,United States,75206
#1789,21343099,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,2,2,Paloma,Dallas,Texas,United States,75206
#1789,21343099,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,2,2,Citrus,Dallas,Texas,United States,75206
#1789,21343099,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,2,2,Crew Green,Dallas,Texas,United States,75206
#1790,n/a,2020-02-26T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Citrus,,13702052,,1,Citrus,Coral Gables,Florida,United States,33134
#1791,21321111,2020-02-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Durham,North Carolina,United States,27705
#1791,21333099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,1,1,Paloma,Durham,North Carolina,United States,27705
#1791,21333099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,1,1,Citrus,Durham,North Carolina,United States,27705
#1791,21333099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,1,1,Crew Green,Durham,North Carolina,United States,27705
#1792,21333099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,1,1,Paloma,Delray Beach,Florida,United States,33446
#1792,21333099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,1,1,Citrus,Delray Beach,Florida,United States,33446
#1792,21333099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,1,1,Crew Green,Delray Beach,Florida,United States,33446
#1793,n/a,2020-02-27T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Washington,District Of Columbia,United States,20003
#1793,n/a,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Washington,District Of Columbia,United States,20003
#1794,21321120,2020-02-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Moran,Wyoming,United States,83013
#1794,21353099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,4,4,Paloma,Moran,Wyoming,United States,83013
#1794,21353099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,4,4,Citrus,Moran,Wyoming,United States,83013
#1794,21353099,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,4,4,Crew Green,Moran,Wyoming,United States,83013
#1795,21321111,2020-02-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Dover,New Jersey,United States,7801
#1795,21330111,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Crew Green,Crew Green,13702111,3,3,Crew Green,Dover,New Jersey,United States,7801
#1795,n/a,2020-02-27T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,3,Citrus,Dover,New Jersey,United States,7801
#1796,21321120,2020-02-27T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,2,Pour Boy - 6-Pack - Stone,Stone,11442220,6,12,Stone,Fairhope,Alabama,United States,36532
#1796,21350020,2020-02-27T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Stone,Stone,13702020,12,12,Stone,Fairhope,Alabama,United States,36532
#1797,n/a,2020-02-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,3,Stone,Great Barrington,Massachusetts,United States,1230
#1797,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,2,Stone,Great Barrington,Massachusetts,United States,1230
#1798,21331199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Stone",13702050,1,1,Paloma,Valley Stream,New York,United States,11580
#1798,21331199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Stone",13702052,1,1,Citrus,Valley Stream,New York,United States,11580
#1798,21331199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Stone",13702020,1,1,Stone,Valley Stream,New York,United States,11580
#1799,21321111,2020-02-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Nashville,Tennessee,United States,37201
#1799,21331399,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Industry,Industry,13702011,1,1,Crew Green,Nashville,Tennessee,United States,37201
#1799,21331399,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Industry,Industry,13702052,1,1,Citrus,Nashville,Tennessee,United States,37201
#1799,21331399,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Industry,Industry,13702020,1,1,Stone,Nashville,Tennessee,United States,37201
#1799,n/a,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Nashville,Tennessee,United States,37201
#1799,n/a,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Nashville,Tennessee,United States,37201
#1800,n/a,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,1,Paloma,Greensboro,North Carolina,United States,27406
#1800,n/a,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,1,Citrus,Greensboro,North Carolina,United States,27406
#1800,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Greensboro,North Carolina,United States,27406
#1800,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,1,Citrus,Greensboro,North Carolina,United States,27406
#1801,21321120,2020-02-28T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,4,Pour Boy - 6-Pack - Stone,Stone,11442220,6,24,Stone,Myrtle Beach,South Carolina,United States,29577
#1801,21353199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702150,4,4,Paloma,Myrtle Beach,South Carolina,United States,29577
#1801,21371199,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701050,4,4,Paloma,Myrtle Beach,South Carolina,United States,29577
#1801,21353199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702152,4,4,Citrus,Myrtle Beach,South Carolina,United States,29577
#1801,21371199,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701052,4,4,Citrus,Myrtle Beach,South Carolina,United States,29577
#1801,21353199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702120,4,4,Stone,Myrtle Beach,South Carolina,United States,29577
#1801,21371199,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701020,4,4,Stone,Myrtle Beach,South Carolina,United States,29577
#1802,21331299,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Crew Green, Stone",13702050,1,1,Paloma,Long Beach,New York,United States,11561
#1802,21331299,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Crew Green, Stone",13702011,1,1,Crew Green,Long Beach,New York,United States,11561
#1802,21331299,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Crew Green, Stone",13702020,1,1,Stone,Long Beach,New York,United States,11561
#1803,n/a,2020-02-28T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Fresno,California,United States,93711
#1803,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Fresno,California,United States,93711
#1804,n/a,2020-02-28T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Bally,Pennsylvania,United States,19503
#1804,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Bally,Pennsylvania,United States,19503
#1805,n/a,2020-02-28T00:00:00Z,Wholesale,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,48,Crew Green,Rogers,Arkansas,United States,72756
#1805,n/a,2020-02-28T00:00:00Z,Wholesale,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,48,Stone,Rogers,Arkansas,United States,72756
#1805,n/a,2020-02-28T00:00:00Z,Wholesale,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Paloma,,13701050,,48,Paloma,Rogers,Arkansas,United States,72756
#1805,n/a,2020-02-28T00:00:00Z,Wholesale,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Citrus,,13701052,,48,Citrus,Rogers,Arkansas,United States,72756
#1806,21333199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702150,1,1,Paloma,Pomona,California,United States,91767
#1806,21333199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702152,1,1,Citrus,Pomona,California,United States,91767
#1806,21333199,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702120,1,1,Stone,Pomona,California,United States,91767
#1806,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Pomona,California,United States,91767
#1807,n/a,2020-02-28T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Los Angeles,California,United States,90015
#1808,n/a,2020-02-29T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,3,Stone,New York,New York,United States,10001
#1808,n/a,2020-02-29T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,3,Stone,New York,New York,United States,10001
#1809,n/a,2020-02-29T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,2,Stone,Waco,Texas,United States,76701
#1810,n/a,2020-03-01T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,1,Stone,Charlotte,North Carolina,United States,28205
#1810,n/a,2020-03-01T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Charlotte,North Carolina,United States,28205
#1811,21321111,2020-03-01T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Crew Green,Crew Green,11442211,6,6,Crew Green,Palm Desert,California,United States,92260
#1811,21321120,2020-03-01T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Palm Desert,California,United States,92260
#1811,21341099,2020-03-01T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,2,2,Paloma,Palm Desert,California,United States,92260
#1811,21341099,2020-03-01T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,2,2,Citrus,Palm Desert,California,United States,92260
#1811,21341099,2020-03-01T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,2,2,Crew Green,Palm Desert,California,United States,92260
#1812,n/a,2020-03-02T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Sierra Vista,Arizona,United States,85635
#1812,n/a,2020-03-02T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Stone,,13701020,,1,Stone,Sierra Vista,Arizona,United States,85635
#1812,n/a,2020-03-02T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Sierra Vista,Arizona,United States,85635
#1813,21361199,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701050,2,2,Paloma,Medina,New York,United States,14103
#1813,21361199,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701052,2,2,Citrus,Medina,New York,United States,14103
#1813,21361199,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701020,2,2,Stone,Medina,New York,United States,14103
#1814,21351099,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,4,8,Paloma,Las Vegas,Nevada,United States,89145
#1814,21361199,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701050,2,2,Paloma,Las Vegas,Nevada,United States,89145
#1814,21351099,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,4,8,Citrus,Las Vegas,Nevada,United States,89145
#1814,21361199,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701052,2,2,Citrus,Las Vegas,Nevada,United States,89145
#1814,21351099,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,4,8,Crew Green,Las Vegas,Nevada,United States,89145
#1814,21361199,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Stone",13701020,2,2,Stone,Las Vegas,Nevada,United States,89145
#1815,21321120,2020-03-03T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,4,Pour Boy - 6-Pack - Stone,Stone,11442220,6,24,Stone,Omaha,Nebraska,United States,68102
#1815,21350020,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Stone,Stone,13702020,12,24,Stone,Omaha,Nebraska,United States,68102
#1816,21353099,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,2,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,4,8,Paloma,Orlando,Florida,United States,32837
#1816,21371099,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701050,4,4,Paloma,Orlando,Florida,United States,32837
#1816,21353099,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,2,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,4,8,Citrus,Orlando,Florida,United States,32837
#1816,21371099,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701052,4,4,Citrus,Orlando,Florida,United States,32837
#1816,21353099,2020-03-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,2,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,4,8,Crew Green,Orlando,Florida,United States,32837
#1816,21371099,2020-03-03T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701011,4,4,Crew Green,Orlando,Florida,United States,32837
#1817,n/a,2020-03-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Los Angeles,California,United States,90015
#1817,n/a,2020-03-03T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Los Angeles,California,United States,90015
#1818,21321120,2020-03-04T00:00:00Z,Ecomm,Pour Spout,6-Pack,n/a,1,Pour Boy - 6-Pack - Stone,Stone,11442220,6,6,Stone,Carrboro,North Carolina,United States,27510
#1818,21330120,2020-03-04T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Stone,Stone,13702120,3,3,Stone,Carrboro,North Carolina,United States,27510
#1819,21350120,2020-03-04T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Stone,Stone,13702120,12,12,Stone,Orlando,Florida,United States,32837
#1819,21370020,2020-03-04T00:00:00Z,Ecomm,Chubby Bottle,12-Pack,Classic,1,Chubby Bottle - 12-Pack - Classic / Stone,Stone,13701020,12,12,Stone,Orlando,Florida,United States,32837
#1820,n/a,2020-03-04T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Los Angeles,California,United States,90014
#1821,n/a,2020-03-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Crew Green,,11442211,,1,Crew Green,Wilmington,North Carolina,United States,28403
#1821,n/a,2020-03-05T00:00:00Z,Ecomm,Pour Spout,Single,n/a,,Pour Boy - Single - Stone,,11442220,,2,Stone,Wilmington,North Carolina,United States,28403
#1821,n/a,2020-03-05T00:00:00Z,Ecomm,Chubby Bottle,Single,Classic,,Chubby Bottle - Single - Classic / Crew Green,,13701011,,1,Crew Green,Wilmington,North Carolina,United States,28403
